Project_ID,Industry,Agent_Type,Primary_Tool,Status,Failure_Reason,Human_in_the_Loop_Ratio,Tokens_per_Task,ROI_Score
AGP-2178,Energy,Autonomous,AutoGPT 3.0,Abandoned,Schema Drift,0.457,7343,-1.09
AGP-2179,Healthcare,Autonomous,AutoGPT 3.0,Pilot,Schema Drift,0.238,2780,0.73
AGP-2180,Telecom,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.947,4418,1.79
AGP-2181,Insurance,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.4,5652,-0.03
AGP-2182,Telecom,Autonomous,CrewAI,Pilot,Loop Error,0.366,5566,-0.03
AGP-2183,Energy,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.299,6280,-1.1
AGP-2184,Finance,Assistant,LangGraph,Pilot,Security Violation,0.517,3489,-0.54
AGP-2185,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.608,4688,0.58
AGP-2186,Healthcare,Autonomous,LangGraph,Pilot,Cost Overrun,0.217,2787,-0.26
AGP-2187,Energy,Autonomous,LangGraph,Abandoned,Security Violation,0.231,3411,-0.39
AGP-2188,Technology,Assistant,LangGraph,Abandoned,Schema Drift,0.415,7671,-1.76
AGP-2189,Healthcare,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.154,8773,-1.47
AGP-2190,Government,Assistant,CrewAI,Pilot,Schema Drift,0.799,3059,0.86
AGP-2191,Finance,Assistant,CrewAI,Pilot,Cost Overrun,0.647,4560,0.32
AGP-2192,Manufacturing,Autonomous,LangGraph,Pilot,Schema Drift,0.154,2644,1.56
AGP-2193,Technology,Assistant,CrewAI,Production,,0.891,3323,1.39
AGP-2194,Finance,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.191,5835,1.52
AGP-2195,Technology,Assistant,AutoGPT 3.0,Production,,0.623,5028,2.34
AGP-2196,Energy,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.761,6503,0.68
AGP-2197,Finance,Assistant,LangGraph,Pilot,Schema Drift,0.831,4071,0.46
AGP-2198,Manufacturing,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.871,5523,0.43
AGP-2199,Healthcare,Assistant,CrewAI,Pilot,Cost Overrun,0.906,3309,0.94
AGP-2200,Technology,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.421,3604,-0.63
AGP-2201,Finance,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.205,4450,0.97
AGP-2202,Government,Assistant,LangGraph,Pilot,Security Violation,0.938,4820,1.24
AGP-2203,Government,Autonomous,LangGraph,Abandoned,Schema Drift,0.242,2681,0.17
AGP-2204,Healthcare,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.693,8372,1.4
AGP-2205,Legal,Autonomous,CrewAI,Pilot,Cost Overrun,0.172,6098,-0.06
AGP-2206,Technology,Autonomous,LangGraph,Pilot,Cost Overrun,0.428,4355,-0.59
AGP-2207,Technology,Autonomous,CrewAI,Abandoned,Cost Overrun,0.502,4108,0.2
AGP-2208,Retail,Assistant,LangGraph,Abandoned,Loop Error,0.677,2736,-0.4
AGP-2209,Finance,Autonomous,LangGraph,Abandoned,Loop Error,0.163,3394,0.32
AGP-2210,Finance,Autonomous,CrewAI,Abandoned,Loop Error,0.016,6959,-0.03
AGP-2211,Telecom,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.452,6436,-1.1
AGP-2212,Retail,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.27,8332,0.79
AGP-2213,Government,Assistant,CrewAI,Abandoned,Security Violation,0.806,3710,-0.22
AGP-2214,Retail,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.34,8977,-1.0
AGP-2215,Government,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.845,5500,-0.95
AGP-2216,Finance,Autonomous,LangGraph,Production,,0.313,4193,2.02
AGP-2217,Finance,Autonomous,CrewAI,Pilot,Cost Overrun,0.577,5786,1.64
AGP-2218,Government,Assistant,CrewAI,Pilot,Security Violation,0.821,2958,-0.57
AGP-2219,Telecom,Assistant,LangGraph,Abandoned,Security Violation,0.796,4487,-0.38
AGP-2220,Legal,Autonomous,LangGraph,Pilot,Security Violation,0.064,5164,0.33
AGP-2221,Legal,Assistant,LangGraph,Abandoned,Loop Error,0.969,5762,-0.91
AGP-2222,Retail,Assistant,LangGraph,Abandoned,Security Violation,0.892,3708,-0.92
AGP-2223,Retail,Autonomous,CrewAI,Production,,0.073,5299,3.78
AGP-2224,Healthcare,Assistant,LangGraph,Pilot,Cost Overrun,0.481,4639,1.77
AGP-2225,Government,Autonomous,CrewAI,Abandoned,Loop Error,0.044,3348,-0.75
AGP-2226,Healthcare,Autonomous,LangGraph,Abandoned,Loop Error,0.14,5141,-0.8
AGP-2227,Technology,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.124,8012,0.05
AGP-2228,Finance,Autonomous,LangGraph,Pilot,Loop Error,0.443,4827,0.96
AGP-2229,Finance,Assistant,LangGraph,Production,,0.935,3357,2.89
AGP-2230,Technology,Assistant,AutoGPT 3.0,Abandoned,Cost Overrun,0.566,4899,-1.16
AGP-2231,Legal,Autonomous,LangGraph,Pilot,Cost Overrun,0.054,3131,-0.62
AGP-2232,Technology,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.252,6818,-0.25
AGP-2233,Finance,Autonomous,LangGraph,Abandoned,Loop Error,0.218,3678,-0.86
AGP-2234,Telecom,Autonomous,LangGraph,Pilot,Loop Error,0.213,5147,-0.11
AGP-2235,Insurance,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.918,4601,-0.12
AGP-2236,Government,Assistant,AutoGPT 3.0,Production,,0.792,6383,3.81
AGP-2237,Finance,Assistant,LangGraph,Pilot,Security Violation,0.771,3240,0.73
AGP-2238,Legal,Autonomous,CrewAI,Pilot,Loop Error,0.177,6325,0.65
AGP-2239,Legal,Autonomous,CrewAI,Abandoned,Schema Drift,0.337,1873,-0.85
AGP-2240,Manufacturing,Assistant,AutoGPT 3.0,Production,,0.99,4787,3.15
AGP-2241,Legal,Autonomous,CrewAI,Production,,0.309,4131,1.33
AGP-2242,Finance,Autonomous,LangGraph,Pilot,Loop Error,0.39,3943,2.38
AGP-2243,Legal,Multi-agent Swarm,CrewAI,Production,,0.527,7509,2.61
AGP-2244,Healthcare,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.023,4827,-0.87
AGP-2245,Retail,Autonomous,CrewAI,Abandoned,Loop Error,0.045,3448,-1.35
AGP-2246,Healthcare,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.46,5764,-1.26
AGP-2247,Healthcare,Assistant,AutoGPT 3.0,Production,,0.757,8804,1.62
AGP-2248,Technology,Assistant,LangGraph,Abandoned,Security Violation,0.633,2800,-1.35
AGP-2249,Retail,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Cost Overrun,0.227,8336,-1.55
AGP-2250,Legal,Autonomous,CrewAI,Pilot,Loop Error,0.235,3653,0.39
AGP-2251,Manufacturing,Autonomous,CrewAI,Abandoned,Loop Error,0.679,6784,-0.62
AGP-2252,Insurance,Assistant,CrewAI,Abandoned,Cost Overrun,0.343,1927,-0.12
AGP-2253,Retail,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.586,9392,-0.71
AGP-2254,Technology,Assistant,CrewAI,Pilot,Schema Drift,0.405,2283,1.27
AGP-2255,Telecom,Multi-agent Swarm,CrewAI,Production,,0.644,6330,5.0
AGP-2256,Manufacturing,Assistant,LangGraph,Pilot,Schema Drift,0.709,4992,1.25
AGP-2257,Government,Assistant,CrewAI,Abandoned,Loop Error,0.644,5901,-0.87
AGP-2258,Insurance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.625,12234,0.72
AGP-2259,Finance,Autonomous,CrewAI,Pilot,Cost Overrun,0.157,5185,0.41
AGP-2260,Retail,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.451,4663,0.25
AGP-2261,Technology,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.95,4301,0.04
AGP-2262,Telecom,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.76,8392,0.38
AGP-2263,Retail,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.327,8896,-1.06
AGP-2264,Finance,Assistant,LangGraph,Pilot,Schema Drift,0.928,2854,1.95
AGP-2265,Manufacturing,Assistant,CrewAI,Pilot,Security Violation,0.391,3714,0.11
AGP-2266,Finance,Autonomous,LangGraph,Production,,0.143,4339,1.99
AGP-2267,Insurance,Assistant,LangGraph,Pilot,Security Violation,0.911,2991,0.74
AGP-2268,Manufacturing,Assistant,CrewAI,Production,,0.808,3395,4.5
AGP-2269,Technology,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.225,6558,-0.66
AGP-2270,Government,Assistant,LangGraph,Pilot,Security Violation,0.725,2776,1.23
AGP-2271,Technology,Assistant,AutoGPT 3.0,Pilot,Schema Drift,0.685,8433,-0.68
AGP-2272,Technology,Assistant,AutoGPT 3.0,Production,,0.899,8185,3.95
AGP-2273,Insurance,Autonomous,LangGraph,Abandoned,Loop Error,0.101,3657,-0.0
AGP-2274,Energy,Assistant,LangGraph,Production,,0.893,4564,5.0
AGP-2275,Government,Autonomous,CrewAI,Abandoned,Schema Drift,0.14,5787,-0.72
AGP-2276,Finance,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.414,3504,1.0
AGP-2277,Manufacturing,Assistant,LangGraph,Pilot,Schema Drift,0.598,4705,1.38
AGP-2278,Healthcare,Autonomous,CrewAI,Abandoned,Loop Error,0.383,2637,-0.61
AGP-2279,Government,Autonomous,CrewAI,Abandoned,Schema Drift,0.325,500,-0.65
AGP-2280,Technology,Assistant,CrewAI,Abandoned,Schema Drift,0.734,2552,-0.72
AGP-2281,Retail,Autonomous,CrewAI,Pilot,Schema Drift,0.359,3048,1.31
AGP-2282,Healthcare,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.245,2450,2.33
AGP-2283,Legal,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.163,7845,-1.12
AGP-2284,Technology,Assistant,LangGraph,Pilot,Loop Error,0.835,3342,1.79
AGP-2285,Healthcare,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.795,10789,0.74
AGP-2286,Finance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Security Violation,0.783,7690,0.25
AGP-2287,Government,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.271,3777,1.97
AGP-2288,Insurance,Assistant,LangGraph,Pilot,Security Violation,0.622,3278,0.77
AGP-2289,Healthcare,Autonomous,CrewAI,Pilot,Cost Overrun,0.499,3067,2.48
AGP-2290,Legal,Assistant,LangGraph,Abandoned,Schema Drift,0.644,5333,-0.62
AGP-2291,Telecom,Assistant,LangGraph,Pilot,Cost Overrun,0.46,5642,0.96
AGP-2292,Technology,Autonomous,LangGraph,Pilot,Schema Drift,0.356,3409,0.46
AGP-2293,Technology,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.174,7384,0.24
AGP-2294,Legal,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.653,3445,0.1
AGP-2295,Legal,Autonomous,CrewAI,Pilot,Security Violation,0.014,3462,1.79
AGP-2296,Finance,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.104,5951,-0.09
AGP-2297,Technology,Autonomous,CrewAI,Pilot,Schema Drift,0.227,5135,0.71
AGP-2298,Finance,Assistant,LangGraph,Pilot,Cost Overrun,0.832,2484,-0.12
AGP-2299,Finance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.297,11564,0.79
AGP-2300,Technology,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.718,6642,1.1
AGP-2301,Telecom,Assistant,CrewAI,Pilot,Cost Overrun,0.746,1197,0.11
AGP-2302,Insurance,Autonomous,CrewAI,Abandoned,Schema Drift,0.174,3247,-0.59
AGP-2303,Retail,Autonomous,AutoGPT 3.0,Abandoned,Cost Overrun,0.039,6372,-1.2
AGP-2304,Retail,Assistant,CrewAI,Production,,0.666,6920,2.44
AGP-2305,Retail,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.248,6231,0.22
AGP-2306,Legal,Assistant,CrewAI,Abandoned,Loop Error,0.48,4474,-1.19
AGP-2307,Manufacturing,Assistant,LangGraph,Production,,0.78,3689,3.47
AGP-2308,Retail,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.524,7666,0.87
AGP-2309,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.555,2590,0.97
AGP-2310,Government,Assistant,LangGraph,Abandoned,Security Violation,0.714,6247,0.03
AGP-2311,Telecom,Assistant,LangGraph,Pilot,Cost Overrun,0.581,944,0.52
AGP-2312,Finance,Assistant,LangGraph,Pilot,Schema Drift,0.699,2784,-0.21
AGP-2313,Retail,Assistant,LangGraph,Production,,0.729,4966,2.89
AGP-2314,Healthcare,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.387,5073,1.14
AGP-2315,Legal,Assistant,LangGraph,Abandoned,Schema Drift,0.863,4943,-0.89
AGP-2316,Healthcare,Autonomous,LangGraph,Pilot,Cost Overrun,0.392,5971,0.37
AGP-2317,Healthcare,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.038,6731,0.04
AGP-2318,Insurance,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.769,6529,-0.14
AGP-2319,Manufacturing,Assistant,CrewAI,Pilot,Cost Overrun,0.811,1689,0.25
AGP-2320,Government,Assistant,LangGraph,Abandoned,Cost Overrun,0.495,5214,-1.25
AGP-2321,Finance,Assistant,LangGraph,Abandoned,Schema Drift,0.608,5235,0.27
AGP-2322,Finance,Autonomous,LangGraph,Abandoned,Security Violation,0.252,3473,0.17
AGP-2323,Retail,Assistant,LangGraph,Production,,0.673,5637,3.61
AGP-2324,Finance,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.883,6883,0.33
AGP-2325,Healthcare,Assistant,CrewAI,Pilot,Schema Drift,0.723,3397,-0.08
AGP-2326,Telecom,Assistant,LangGraph,Pilot,Cost Overrun,0.402,2523,1.67
AGP-2327,Healthcare,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.053,8869,-1.02
AGP-2328,Healthcare,Assistant,CrewAI,Pilot,Loop Error,0.967,4155,1.15
AGP-2329,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.209,6748,0.88
AGP-2330,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.827,3455,0.64
AGP-2331,Technology,Assistant,LangGraph,Abandoned,Schema Drift,0.546,1216,-0.14
AGP-2332,Retail,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.07,5942,-0.4
AGP-2333,Energy,Assistant,LangGraph,Production,,0.835,2729,1.55
AGP-2334,Finance,Assistant,CrewAI,Abandoned,Schema Drift,0.822,4522,-0.21
AGP-2335,Retail,Autonomous,LangGraph,Abandoned,Cost Overrun,0.423,4106,0.06
AGP-2336,Technology,Multi-agent Swarm,AutoGPT 3.0,Pilot,Schema Drift,0.22,10550,-1.03
AGP-2337,Government,Autonomous,CrewAI,Pilot,Security Violation,0.273,5430,0.83
AGP-2338,Legal,Autonomous,CrewAI,Production,,0.184,3499,2.72
AGP-2339,Manufacturing,Autonomous,LangGraph,Abandoned,Security Violation,0.314,4513,-1.52
AGP-2340,Finance,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.038,4999,-0.14
AGP-2341,Healthcare,Multi-agent Swarm,CrewAI,Production,,0.472,7229,1.64
AGP-2342,Finance,Assistant,LangGraph,Pilot,Cost Overrun,0.744,4572,1.51
AGP-2343,Technology,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.249,5785,-0.74
AGP-2344,Healthcare,Assistant,LangGraph,Production,,0.932,3503,2.04
AGP-2345,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.912,2920,1.62
AGP-2346,Finance,Autonomous,CrewAI,Production,,0.38,5261,4.13
AGP-2347,Government,Autonomous,LangGraph,Abandoned,Cost Overrun,0.08,3267,-0.38
AGP-2348,Energy,Assistant,CrewAI,Pilot,Schema Drift,0.629,3726,0.37
AGP-2349,Finance,Autonomous,LangGraph,Pilot,Loop Error,0.051,3506,0.32
AGP-2350,Finance,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.284,6230,0.92
AGP-2351,Finance,Autonomous,LangGraph,Pilot,Security Violation,0.062,4513,1.23
AGP-2352,Energy,Assistant,LangGraph,Production,,0.725,3608,3.22
AGP-2353,Healthcare,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.186,11235,-0.11
AGP-2354,Manufacturing,Autonomous,CrewAI,Pilot,Cost Overrun,0.026,2971,0.65
AGP-2355,Retail,Autonomous,CrewAI,Pilot,Loop Error,0.417,7978,-0.36
AGP-2356,Insurance,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.438,5873,0.05
AGP-2357,Retail,Assistant,CrewAI,Production,,0.384,974,2.12
AGP-2358,Manufacturing,Assistant,LangGraph,Production,,0.984,3859,3.62
AGP-2359,Telecom,Autonomous,LangGraph,Production,,0.562,1305,2.0
AGP-2360,Finance,Autonomous,CrewAI,Production,,0.49,2461,4.2
AGP-2361,Energy,Assistant,CrewAI,Pilot,Loop Error,0.851,4517,1.22
AGP-2362,Finance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Security Violation,0.411,12608,-0.32
AGP-2363,Retail,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.385,2529,0.43
AGP-2364,Government,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Cost Overrun,0.382,7983,-0.72
AGP-2365,Technology,Assistant,LangGraph,Pilot,Security Violation,0.808,3664,1.34
AGP-2366,Technology,Autonomous,LangGraph,Pilot,Loop Error,0.186,3437,0.39
AGP-2367,Healthcare,Autonomous,LangGraph,Pilot,Loop Error,0.271,2625,1.67
AGP-2368,Retail,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.101,6167,-0.63
AGP-2369,Legal,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.694,3396,0.62
AGP-2370,Manufacturing,Assistant,AutoGPT 3.0,Abandoned,Schema Drift,0.824,5229,-0.54
AGP-2371,Retail,Assistant,LangGraph,Pilot,Security Violation,0.295,1966,1.21
AGP-2372,Legal,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.288,6096,-0.22
AGP-2373,Legal,Assistant,CrewAI,Production,,0.859,3211,2.93
AGP-2374,Healthcare,Assistant,AutoGPT 3.0,Pilot,Schema Drift,0.559,2903,-0.08
AGP-2375,Legal,Assistant,CrewAI,Pilot,Schema Drift,0.764,5178,0.3
AGP-2376,Finance,Assistant,LangGraph,Pilot,Loop Error,0.789,3006,0.64
AGP-2377,Government,Autonomous,LangGraph,Abandoned,Loop Error,0.135,3899,-0.65
AGP-2378,Technology,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.443,3762,-0.92
AGP-2379,Finance,Assistant,CrewAI,Pilot,Cost Overrun,0.635,4048,0.32
AGP-2380,Technology,Assistant,LangGraph,Pilot,Loop Error,0.84,6048,-0.56
AGP-2381,Energy,Autonomous,LangGraph,Pilot,Loop Error,0.304,4799,1.44
AGP-2382,Healthcare,Assistant,LangGraph,Pilot,Schema Drift,0.717,5185,0.46
AGP-2383,Finance,Assistant,AutoGPT 3.0,Production,,0.804,3892,2.61
AGP-2384,Finance,Autonomous,LangGraph,Pilot,Schema Drift,0.236,2245,0.43
AGP-2385,Finance,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.122,6056,1.32
AGP-2386,Insurance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Security Violation,0.552,11255,-1.08
AGP-2387,Telecom,Autonomous,CrewAI,Abandoned,Loop Error,0.572,4304,-0.57
AGP-2388,Finance,Assistant,LangGraph,Abandoned,Cost Overrun,0.702,4678,-0.84
AGP-2389,Insurance,Assistant,LangGraph,Pilot,Security Violation,0.758,4098,-0.27
AGP-2390,Finance,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.429,3468,0.07
AGP-2391,Technology,Autonomous,LangGraph,Production,,0.3,4159,1.87
AGP-2392,Insurance,Autonomous,LangGraph,Production,,0.46,3865,4.47
AGP-2393,Legal,Assistant,LangGraph,Pilot,Loop Error,0.867,2396,0.92
AGP-2394,Finance,Autonomous,CrewAI,Abandoned,Schema Drift,0.203,3358,-0.83
AGP-2395,Technology,Assistant,AutoGPT 3.0,Production,,0.75,5588,3.35
AGP-2396,Telecom,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.491,7202,-1.27
AGP-2397,Healthcare,Autonomous,LangGraph,Abandoned,Loop Error,0.036,3385,-0.68
AGP-2398,Healthcare,Assistant,LangGraph,Abandoned,Security Violation,0.647,6515,-0.91
AGP-2399,Finance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Cost Overrun,0.602,10555,-0.85
AGP-2400,Manufacturing,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Loop Error,0.636,12657,-2.0
AGP-2401,Technology,Assistant,CrewAI,Pilot,Schema Drift,0.809,3628,1.25
AGP-2402,Insurance,Autonomous,LangGraph,Pilot,Security Violation,0.411,3625,-0.63
AGP-2403,Insurance,Autonomous,LangGraph,Abandoned,Schema Drift,0.557,3583,-0.79
AGP-2404,Government,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.514,5229,0.64
AGP-2405,Energy,Assistant,CrewAI,Production,,0.962,2238,3.66
AGP-2406,Healthcare,Assistant,LangGraph,Abandoned,Loop Error,0.505,3383,0.17
AGP-2407,Manufacturing,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.342,13049,-0.07
AGP-2408,Legal,Autonomous,CrewAI,Abandoned,Cost Overrun,0.229,5116,-1.01
AGP-2409,Legal,Assistant,CrewAI,Pilot,Schema Drift,0.99,5127,0.96
AGP-2410,Government,Autonomous,LangGraph,Abandoned,Loop Error,0.314,2963,-0.34
AGP-2411,Technology,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.412,5664,-0.11
AGP-2412,Telecom,Assistant,CrewAI,Production,,0.66,4934,1.85
AGP-2413,Retail,Assistant,LangGraph,Abandoned,Cost Overrun,0.851,4359,-0.24
AGP-2414,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.283,7923,-0.23
AGP-2415,Retail,Autonomous,CrewAI,Pilot,Schema Drift,0.079,4532,0.6
AGP-2416,Finance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.408,8944,0.18
AGP-2417,Healthcare,Assistant,LangGraph,Production,,0.833,4058,2.46
AGP-2418,Manufacturing,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.548,3276,1.83
AGP-2419,Finance,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.52,3585,0.97
AGP-2420,Government,Assistant,LangGraph,Abandoned,Cost Overrun,0.57,4135,1.06
AGP-2421,Finance,Assistant,LangGraph,Pilot,Loop Error,0.663,4161,0.71
AGP-2422,Healthcare,Autonomous,LangGraph,Production,,0.508,3020,3.6
AGP-2423,Insurance,Autonomous,LangGraph,Production,,0.203,1503,0.88
AGP-2424,Finance,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.269,5524,1.64
AGP-2425,Government,Assistant,CrewAI,Pilot,Loop Error,0.937,4803,0.24
AGP-2426,Technology,Autonomous,LangGraph,Abandoned,Loop Error,0.435,2135,-0.92
AGP-2427,Finance,Autonomous,AutoGPT 3.0,Abandoned,Cost Overrun,0.13,7157,-1.36
AGP-2428,Technology,Assistant,LangGraph,Pilot,Schema Drift,0.635,4145,-0.01
AGP-2429,Technology,Assistant,CrewAI,Abandoned,Loop Error,0.761,4839,-1.09
AGP-2430,Insurance,Autonomous,AutoGPT 3.0,Production,,0.32,4526,3.04
AGP-2431,Energy,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.783,5910,-0.05
AGP-2432,Technology,Assistant,CrewAI,Production,,0.66,2016,2.37
AGP-2433,Technology,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.727,5893,0.92
AGP-2434,Legal,Autonomous,LangGraph,Pilot,Cost Overrun,0.399,3505,1.29
AGP-2435,Technology,Assistant,LangGraph,Abandoned,Cost Overrun,0.628,3189,-0.23
AGP-2436,Telecom,Autonomous,CrewAI,Pilot,Loop Error,0.031,4211,-0.16
AGP-2437,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.78,2721,0.92
AGP-2438,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.771,1566,0.18
AGP-2439,Retail,Assistant,LangGraph,Abandoned,Schema Drift,0.766,4046,-0.05
AGP-2440,Insurance,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.073,9234,-1.12
AGP-2441,Telecom,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Loop Error,0.335,5666,-0.98
AGP-2442,Healthcare,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.118,6654,-0.22
AGP-2443,Healthcare,Assistant,CrewAI,Abandoned,Cost Overrun,0.873,4742,-0.44
AGP-2444,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.489,8326,0.62
AGP-2445,Retail,Assistant,LangGraph,Pilot,Loop Error,0.819,4036,1.23
AGP-2446,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.37,6421,-0.07
AGP-2447,Finance,Assistant,CrewAI,Abandoned,Loop Error,0.887,2506,-0.62
AGP-2448,Retail,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.827,5919,-0.1
AGP-2449,Technology,Assistant,CrewAI,Production,,0.949,4152,1.57
AGP-2450,Technology,Assistant,CrewAI,Production,,0.909,2793,4.26
AGP-2451,Technology,Autonomous,LangGraph,Pilot,Schema Drift,0.157,3222,0.31
AGP-2452,Technology,Assistant,LangGraph,Abandoned,Cost Overrun,0.555,3755,-0.46
AGP-2453,Technology,Autonomous,LangGraph,Abandoned,Schema Drift,0.329,2306,-0.75
AGP-2454,Insurance,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.284,7562,-0.84
AGP-2455,Technology,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.627,6738,-0.79
AGP-2456,Manufacturing,Autonomous,CrewAI,Pilot,Loop Error,0.591,4524,1.57
AGP-2457,Technology,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.648,5720,-1.67
AGP-2458,Finance,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.374,5322,1.93
AGP-2459,Healthcare,Assistant,LangGraph,Pilot,Cost Overrun,0.671,3129,-0.12
AGP-2460,Manufacturing,Assistant,CrewAI,Pilot,Cost Overrun,0.665,3405,0.05
AGP-2461,Government,Autonomous,CrewAI,Pilot,Loop Error,0.156,4180,0.67
AGP-2462,Technology,Autonomous,CrewAI,Pilot,Schema Drift,0.075,4537,0.65
AGP-2463,Finance,Assistant,LangGraph,Pilot,Cost Overrun,0.683,5725,0.09
AGP-2464,Technology,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.255,5591,-0.79
AGP-2465,Healthcare,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.124,7458,-0.04
AGP-2466,Insurance,Autonomous,LangGraph,Pilot,Cost Overrun,0.177,3269,0.86
AGP-2467,Energy,Assistant,LangGraph,Pilot,Security Violation,0.695,2433,-0.25
AGP-2468,Technology,Autonomous,LangGraph,Abandoned,Security Violation,0.174,4238,-1.06
AGP-2469,Technology,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.358,7859,-0.72
